"Aggregate","Year","TotalCt","RawSpn","TotalRunMainAges","Total.Run","EnhSurplus","EffSpn","AgeComp","RunAge3","RunAge4","RunAge5","RunAge6","RunAge7","TotalSpnExp","ExpFactorLabel","SpnBaseCV","SpnAddCV","CtCV","SpnCVTotal","EffSpnSE","CtSE","RunSE","EffSpn_Lower","EffSpn_Upper","CT_Lower","CT_Upper","Run_Lower","Run_Upper","RecAge3","RecAge4","RecAge5","RecAge6","RecAge7","RecTotalNA","RecAgesUse","RecTotal","RpS","LogRpS","Spn","Rec","SpnExp","PercRecAge3","PercRecAge4","PercRecAge5","PercRecAge6","PercRecAge7","OddSpnVal","OddSpnFlag","OddRecVal","OddRecFlag","OddProdVal","OddProdFlag","OddExpVal","OddExpFlag","NumFlagsMain","NumFlagsAll"
"Skeena",1979,1758654,1166236,2924890,2902731.555,165164.355,1001071.645,"SkeenaAgg",0.03118063,0.860828882,0.107990488,0,0,1,"None",0.03,0.05,0.2,0.08,80085.7316,351730.8,360732.976139619,840900.1818,1161243.1082,1055192.4,2462115.6,2181265.60272076,3624197.50727924,60223.0017392392,729422.058461862,775823.546158097,0,0,1565468.6063592,1565468.6063592,1565468.6063592,1.56379277565014,0.447114136957316,1001071.645,1565468.6063592,1,0.0385,0.4659,0.4956,0,0,1.22,FALSE,0.7,FALSE,1.56,FALSE,1,FALSE,0,0
"Skeena",1980,934362,542164,1476526,1617897.036,84885.355,457278.645,"SkeenaAgg",0.144561733,0.178383769,0.677054498,0,0,1,"None",0.03,0.05,0.2,0.08,36582.2916,186872.4,190419.426373644,384114.0618,530443.2282,560617.2,1308106.8,1237058.18325271,1998735.88874729,353134.99978524,1432853.95413415,3458978.2171316,0,0,5244967.17105099,5244967.17105099,5244967.17105099,11.4699586967395,2.43973133015306,457278.645,5244967.17105099,1,0.0673,0.2732,0.6595,0,0,0.56,FALSE,2.33,FALSE,11.47,FALSE,1,FALSE,0,0
"Skeena",1981,2261455,1424509,3685964,3750079.02,538251.355,886257.645,"SkeenaAgg",0.041437793,0.848715789,0.109846418,0,0,1,"None",0.03,0.05,0.2,0.08,70900.6116,452291,457814.422453306,744456.4218,1028058.8682,1356873,3166037,2834450.17509339,4665707.86490661,120751.999707757,1799385.94879635,1151486.14669809,0,0,3071624.09520219,3071624.09520219,3071624.09520219,3.46583650085432,1.24295401789407,886257.645,3071624.09520219,1,0.0393,0.5858,0.3749,0,0,1.08,FALSE,1.37,FALSE,3.47,FALSE,1,FALSE,0,0
"Skeena",1982,2622392,1140737,3763129,3699672.903,395309.955,745427.045,"SkeenaAgg",0.016277926,0.167085487,0.816636587,0,0,1,"None",0.03,0.05,0.2,0.08,59634.1636,524478.4,527857.770175671,626158.7178,864695.3722,1573435.2,3671348.8,2643957.36264866,4755388.44335134,66714.0010720466,631493.657959479,1311529.42416209,0,0,2009737.08319361,2009737.08319361,2009737.08319361,2.69608823113416,0.991801919196364,745427.045,2009737.08319361,1,0.0332,0.3142,0.6526,0,0,0.91,FALSE,0.89,FALSE,2.7,FALSE,1,FALSE,0,0
"Skeena",1983,1153949,893724,2047673,2321230.876,299708.355,594015.645,"SkeenaAgg",0.152132648,0.31423934,0.533628012,0,0,1,"None",0.03,0.05,0.2,0.08,47521.2516,230789.8,235631.494367095,498973.1418,689058.1482,692369.4,1615528.6,1849967.88726581,2792493.86473419,88125.0003424356,1011882.95077421,1112026.24275036,0,0,2212034.19386701,2212034.19386701,2212034.19386701,3.72386520874718,1.31476216347167,594015.645,2212034.19386701,1,0.0398,0.4574,0.5027,0,0,0.72,FALSE,0.98,FALSE,3.72,FALSE,1,FALSE,0,0
"Skeena",1984,1302170,1055215,2357385,2329429.5,306474.755,748740.245,"SkeenaAgg",0.051837585,0.615109388,0.333053027,0,0,1,"None",0.03,0.05,0.2,0.08,59899.2196,260434,267233.577352639,628941.8058,868538.6842,781302,1823038,1794962.34529472,2863896.65470528,638641.0000637,2726551.25027307,1641711.68134887,0,0,5006903.93168564,5006903.93168564,5006903.93168564,6.68710405927979,1.90018090438037,748740.245,5006903.93168564,1,0.1276,0.5446,0.3279,0,0,0.91,FALSE,2.23,FALSE,6.69,FALSE,1,FALSE,0,0
"Skeena",1985,3042606,2294963,5337569,5325078.167,895769.355,1399193.645,"SkeenaAgg",0.012528267,0.337907894,0.649563839,0,0,1,"None",0.03,0.05,0.2,0.08,111935.4916,608521.2,618730.640205553,1175322.6618,1623064.6282,1825563.6,4259648.4,4087616.88658889,6562539.44741111,77631.000976562,882713.864091277,1683853.41087559,0,0,2644198.27594343,2644198.27594343,2644198.27594343,1.88980151917674,0.636471807248347,1399193.645,2644198.27594343,1,0.0294,0.3338,0.6368,0,0,1.7,FALSE,1.18,FALSE,1.89,FALSE,1,FALSE,0,0
"Skeena",1986,1029821,812943,1842764,1871104.805,181419.355,631523.645,"SkeenaAgg",0.047097843,0.337497748,0.615404409,0,0,1,"None",0.03,0.05,0.2,0.08,50521.8916,205964.2,212070.066752671,530479.8618,732567.4282,617892.6,1441749.4,1446964.67149466,2295244.93850534,122711.000559854,847865.449567039,2525501.26693615,0,0,3496077.71706304,3496077.71706304,3496077.71706304,5.53594112388783,1.71126158312295,631523.645,3496077.71706304,1,0.0351,0.2425,0.7224,0,0,0.77,FALSE,1.55,FALSE,5.54,FALSE,1,FALSE,0,0
"Skeena",1987,963688,1436754,2400442,2962053.375,543535.355,893218.645,"SkeenaAgg",0.215607526,0.341615367,0.442777107,0,0,1,"None",0.03,0.05,0.2,0.08,71457.4916,192737.6,205557.669668451,750303.6618,1036133.6282,578212.8,1349163.2,2550938.0356631,3373168.7143369,89631.0005573662,925815.160886563,1895225.51812753,0,0,2910671.67957146,2910671.67957146,2910671.67957146,3.25863291800348,1.18130775712101,893218.645,2910671.67957146,1,0.0308,0.3181,0.6511,0,0,1.09,FALSE,1.29,FALSE,3.26,FALSE,1,FALSE,0,0
"Skeena",1988,2500045,1502652,4002697,3916208.494,579258.355,923393.645,"SkeenaAgg",0.019823,0.696222189,0.283954811,0,0,1,"None",0.03,0.05,0.2,0.08,73871.4916,500009,505436.442445743,775650.6618,1071136.6282,1500027,3500063,2905335.60910851,4927081.37889149,416048.99917729,1614835.63840874,2810678.78757126,0,0,4841563.4251573,4841563.4251573,4841563.4251573,5.24322801155654,1.65693734140247,923393.645,4841563.4251573,1,0.0859,0.3335,0.5805,0,0,1.12,FALSE,2.15,FALSE,5.24,FALSE,1,FALSE,0,0
"Skeena",1989,1419620,1213319,2632939,2647136.546,516268.555,697050.445,"SkeenaAgg",0.046356128,0.333459891,0.620183981,0,0,1,"None",0.03,0.05,0.2,0.08,55764.0356,283924,289348.346189153,585522.3738,808578.5162,851772,1987468,2068439.85362169,3225833.23837831,258240.001463725,1553896.70510831,1868288.33259148,0,0,3680425.03916352,3680425.03916352,3680425.03916352,5.27999812002634,1.66392574166249,697050.445,3680425.03916352,1,0.0702,0.4222,0.5076,0,0,0.85,FALSE,1.64,FALSE,5.28,FALSE,1,FALSE,0,0
"Skeena",1990,1662274,1059699,2721973,2621349.861,270425.355,789273.645,"SkeenaAgg",0.034192689,0.323446123,0.642361188,0,0,1,"None",0.03,0.05,0.2,0.08,63141.8916,332454.8,338397.831727489,662989.8618,915557.4282,997364.4,2327183.6,1944554.19754502,3298145.52445498,90579.998320422,654232.040580645,2478356.66646291,0,0,3223168.70536398,3223168.70536398,3223168.70536398,4.08371510411193,1.40700713883681,789273.645,3223168.70536398,1,0.0281,0.203,0.7689,0,0,0.96,FALSE,1.43,FALSE,4.08,FALSE,1,FALSE,0,0
"Skeena",1991,2367627,1391927,3759554,3867365.427,310237.755,1081689.245,"SkeenaAgg",0.107579438,0.239391694,0.653028868,0,0,1,"None",0.03,0.05,0.2,0.08,86535.1396,473525.4,481367.463411012,908618.9658,1254759.5242,1420576.2,3314677.8,2904630.50017798,4830100.35382202,320804.00082787,2682909.8729272,2974680.6125134,0,0,5978394.48626847,5978394.48626847,5978394.48626847,5.5269057299987,1.70962811643621,1081689.245,5978394.48626847,1,0.0537,0.4488,0.4976,0,0,1.32,FALSE,2.66,FALSE,5.53,FALSE,1,FALSE,0,0
"Skeena",1992,2736339,1463130,4199469,3768301.158,0,1463130,"SkeenaAgg",0.068529555,0.428531471,0.502938974,0,0,1,"None",0.03,0.05,0.2,0.08,117050.4,547267.8,559645.281456924,1229029.2,1697230.8,1641803.4,3830874.6,2649010.59508615,4887591.72091385,542895.000609885,4022989.37400385,2583448.03779572,0,0,7149332.41240945,7149332.41240945,7149332.41240945,4.88632753918616,1.58644100685277,1463130,7149332.41240945,1,0.0759,0.5627,0.3614,0,0,1.78,FALSE,3.18,FALSE,4.89,FALSE,1,FALSE,0,0
"Skeena",1993,2975801,1777997,4753798,4455155.491,413728.355,1364268.645,"SkeenaAgg",0.020331501,0.348786189,0.63088231,0,0,1,"None",0.03,0.05,0.2,0.08,109141.4916,595160.2,605084.728656006,1145985.6618,1582551.6282,1785480.6,4166121.4,3244986.03368799,5665324.94831201,43475.9994827541,815478.931977419,868837.549850291,0,0,1727792.48131046,1727792.48131046,1727792.48131046,1.26646059604372,0.236226077495309,1364268.645,1727792.48131046,1,0.0252,0.472,0.5029,0,0,1.66,FALSE,0.77,FALSE,1.27,FALSE,1,FALSE,0,0
"Skeena",1994,1564157,1155786,2719943,2843324.374,274833.355,880952.645,"SkeenaAgg",0.112827085,0.230094057,0.657078858,0,0,1,"None",0.03,0.05,0.2,0.08,70476.2116,312831.4,320671.765560125,740000.2218,1021905.0682,938494.2,2189819.8,2201980.84287975,3484667.90512025,6348.00122686416,61123.505367093,92824.2005145412,0,0,160295.707108498,160295.707108498,160295.707108498,0.181957234612194,-1.70398359417448,880952.645,160295.707108498,1,0.0396,0.3813,0.5791,0,0,1.07,FALSE,0.07,TRUE,0.18,TRUE,1,FALSE,2,2
"Skeena",1995,3717953,1892062,5610015,5704161.54,845627.955,1046434.045,"SkeenaAgg",0.09517525,0.470342548,0.434482202,0,0,1,"None",0.03,0.05,0.2,0.08,83714.7236,743590.6,748288.136586292,879004.5978,1213863.4922,2230771.8,5205134.2,4207585.26682742,7200737.81317258,48627.0004826156,768584.375577249,495007.864997553,0,0,1312219.24105742,1312219.24105742,1312219.24105742,1.2539913502694,0.226331544475136,1046434.045,1312219.24105742,1,0.0371,0.5857,0.3772,0,0,1.27,FALSE,0.58,FALSE,1.25,FALSE,1,FALSE,0,0
"Skeena",1996,5359957,2126453,7486410,7041145.986,853221.755,1273231.245,"SkeenaAgg",0.006174563,0.571354348,0.422471089,0,0,1,"None",0.03,0.05,0.2,0.08,101858.4996,1071991.4,1076819.72289456,1069514.2458,1476948.2442,3215974.2,7503939.8,4887506.54021087,9194785.43178913,174686.99990821,4090792.5862436,3940128.88956912,0,0,8205608.47572094,8205608.47572094,8205608.47572094,6.44471183686742,1.86325992427714,1273231.245,8205608.47572094,1,0.0213,0.4985,0.4802,0,0,1.55,FALSE,3.65,FALSE,6.44,FALSE,1,FALSE,0,0
"Skeena",1997,2565649,1193807,3759456,3405274.971,232190.355,961616.645,"SkeenaAgg",0.001864167,0.239475208,0.758660625,0,0,1,"None",0.03,0.05,0.2,0.08,76929.3316,513129.8,518864.446371557,807757.9818,1115475.3082,1539389.4,3591908.6,2367546.07825689,4443003.86374312,17067.9977588428,335050.795737054,618347.970221672,0,0,970466.763717569,970466.763717569,970466.763717569,1.00920337513248,0.0091612821434984,961616.645,970466.763717569,1,0.0176,0.3452,0.6372,0,0,1.17,FALSE,0.43,FALSE,1.01,FALSE,1,FALSE,0,0
"Skeena",1998,416973,585899,1002872,978588.0557,122462.355,463436.645,"SkeenaAgg",0.049690981,0.062460915,0.887848104,0,0,1,"None",0.03,0.05,0.2,0.08,37074.9316,83394.6,91264.5049419799,389286.7818,537586.5082,250183.8,583762.2,796059.04581604,1161117.06558396,76335.0016938214,676005.12329784,1509495.03227179,0,0,2261835.15726345,2261835.15726345,2261835.15726345,4.8805703684987,1.58526209182598,463436.645,2261835.15726345,1,0.0337,0.2989,0.6674,0,0,0.56,FALSE,1.01,FALSE,4.88,FALSE,1,FALSE,0,0
"Skeena",1999,202496,725746,928242,1036095.576,9245.555,716500.445,"SkeenaAgg",0.168601241,0.741808375,0.089590384,0,0,1,"None",0.03,0.05,0.2,0.08,57320.0356,40499.2,70183.8420280998,601860.3738,831140.5162,121497.6,283494.4,895727.8919438,1176463.2600562,18398.0004804882,491810.088777478,343329.420554524,0,0,853537.50981249,853537.50981249,853537.50981249,1.19125886908904,0.175010621153972,716500.445,853537.50981249,1,0.0216,0.5762,0.4022,0,0,0.87,FALSE,0.38,FALSE,1.19,FALSE,1,FALSE,0,0
"Skeena",2000,3253909,1438336,4692245,4602868.449,369553.755,1068782.245,"SkeenaAgg",0.003708122,0.888748534,0.107543344,0,0,1,"None",0.03,0.05,0.2,0.08,85502.5796,650781.8,656374.620418473,897777.0858,1239787.4042,1952345.4,4555472.6,3290119.20816305,5915617.68983695,131654.998950729,1177129.4390439,470682.840797349,0,0,1779467.27879197,1779467.27879197,1779467.27879197,1.66494839067239,0.509794126358844,1068782.245,1779467.27879197,1,0.074,0.6615,0.2645,0,0,1.3,FALSE,0.79,FALSE,1.66,FALSE,1,FALSE,0,0
"Skeena",2001,2845777,1538898,4384675,4351514.687,76952.355,1461945.645,"SkeenaAgg",0.017542168,0.076996361,0.905461471,0,0,1,"None",0.03,0.05,0.2,0.08,116955.6516,569155.4,581047.755171931,1228034.3418,1695856.9482,1707466.2,3984087.8,3189419.17665614,5513610.19734386,18103.0004015804,595830.400543991,718853.750747352,0,0,1332787.15169292,1332787.15169292,1332787.15169292,0.91165301271712,-0.092495829816243,1461945.645,1332787.15169292,1,0.0136,0.4471,0.5394,0,0,1.78,FALSE,0.59,FALSE,0.91,FALSE,1,FALSE,0,0
"Skeena",2002,726667,645859,1372526,1312751.094,0,645859,"SkeenaAgg",0.014014843,0.514953007,0.47103215,0,0,1,"None",0.03,0.05,0.2,0.08,51668.72,145333.4,154244.785266791,542521.56,749196.44,436000.2,1017333.8,1004261.52346642,1621240.66453358,155249.000658659,2070298.79877076,1986476.18468991,0,0,4212023.98411933,4212023.98411933,4212023.98411933,6.52158440792701,1.87511735376783,645859,4212023.98411933,1,0.0369,0.4915,0.4716,0,0,0.79,FALSE,1.87,FALSE,6.52,FALSE,1,FALSE,0,0
"Skeena",2003,741849,1387199,2129048,2132960.12,293147.355,1094051.645,"SkeenaAgg",0.061724079,0.230576317,0.707699604,0,0,1,"None",0.03,0.05,0.2,0.08,87524.1316,148369.8,172261.635788048,919003.3818,1269099.9082,445109.4,1038588.6,1788436.8484239,2477483.3915761,28858.0004818869,130066.893225603,448762.01430783,0,0,607686.90801532,607686.90801532,607686.90801532,0.555446272388101,-0.587983393953428,1094051.645,607686.90801532,1,0.0475,0.214,0.7385,0,0,1.33,FALSE,0.27,FALSE,0.56,FALSE,1,FALSE,0,0
"Skeena",2004,620941,1013961,1634902,1538561.86,0,1013961,"SkeenaAgg",0.011766183,0.765084245,0.223149572,0,0,1,"None",0.03,0.05,0.2,0.08,81116.88,124188.2,148332.927026249,851727.24,1176194.76,372564.6,869317.4,1241896.0059475,1835227.7140525,48615.9990844838,1669627.03499749,747036.023675864,0,0,2465279.05775783,2465279.05775783,2465279.05775783,2.43133518720921,0.888440566211592,1013961,2465279.05775783,1,0.0197,0.6773,0.303,0,0,1.23,FALSE,1.1,FALSE,2.43,FALSE,1,FALSE,0,0
"Skeena",2005,328012,775582,1103594,1221762.242,0,775582,"SkeenaAgg",0.127069732,0.487681138,0.38524913,0,0,1,"None",0.03,0.05,0.2,0.08,62046.56,65602.4,90296.4589205668,651488.88,899675.12,196807.2,459216.8,1041169.32415887,1402355.15984113,20851.9996946837,221628.480949925,382671.199743077,0,0,625151.680387687,625151.680387687,625151.680387687,0.806042017978353,-0.215619406347518,775582,625151.680387687,1,0.0334,0.3545,0.6121,0,0,0.94,FALSE,0.28,FALSE,0.81,FALSE,1,FALSE,0,0
"Skeena",2006,1602319,1273096,2875415,2818010.55,306221.155,966874.845,"SkeenaAgg",0.010240558,0.734666802,0.25509264,0,0,1,"None",0.03,0.05,0.2,0.08,77349.9876,320463.8,329666.600813853,812174.8698,1121574.8202,961391.4,2243246.6,2158677.34837229,3477343.75162771,26746.9997742103,526172.90041581,996537.900381916,0,0,1549457.80057194,1549457.80057194,1549457.80057194,1.602542261374,0.471591281617211,966874.845,1549457.80057194,1,0.0173,0.3396,0.6432,0,0,1.18,FALSE,0.69,FALSE,1.6,FALSE,1,FALSE,0,0
"Skeena",2007,998508,1151358,2149866,2165159.077,205733.355,945624.645,"SkeenaAgg",0.022453777,0.060072673,0.91747355,0,0,1,"None",0.03,0.05,0.2,0.08,75649.9716,199701.6,213550.104766167,794324.7018,1096924.5882,599104.8,1397911.2,1738058.86746767,2592259.28653233,116593.999841113,872936.299228943,1876090.68408009,0,0,2865620.98315015,2865620.98315015,2865620.98315015,3.03040006233144,1.10869464457834,945624.645,2865620.98315015,1,0.0407,0.3046,0.6547,0,0,1.15,FALSE,1.27,FALSE,3.03,FALSE,1,FALSE,0,0
"Skeena",2008,1211696,939608,2151304,2139241.049,208638.355,730969.645,"SkeenaAgg",0.009747382,0.780476345,0.209776273,0,0,1,"None",0.03,0.05,0.2,0.08,58477.5716,242339.2,249294.833955445,614014.5018,847924.7882,727017.6,1696374.4,1640651.38108911,2637830.71691089,32163.0003891412,339052.533802552,220821.620152402,0,0,592037.154344096,592037.154344096,592037.154344096,0.809933980697784,-0.210802539948769,730969.645,592037.154344096,1,0.0543,0.5727,0.373,0,0,0.89,FALSE,0.26,FALSE,0.81,FALSE,1,FALSE,0,0
"Skeena",2009,218665,808958,1027623,995411.5044,32605.755,776352.245,"SkeenaAgg",0.026870294,0.22265011,0.750479596,0,0,1,"None",0.03,0.05,0.2,0.08,62108.1796,43733,75960.5243677652,652135.8858,900568.6042,131199,306131,843490.45566447,1147332.55313553,5379.99911735488,216021.1503475,491227.649523967,0,0,712628.798988822,712628.798988822,712628.798988822,0.917919415546769,-0.0856456748435585,776352.245,712628.798988822,1,0.0075,0.3031,0.6893,0,0,0.94,FALSE,0.32,FALSE,0.92,FALSE,1,FALSE,0,0
"Skeena",2010,228731,727947,956678,1025438.1,53854.355,674092.645,"SkeenaAgg",0.113701646,0.5131201,0.373178254,0,0,1,"None",0.03,0.05,0.2,0.08,53927.4116,45746.2,70716.9041765533,566237.8218,781947.4682,137238.6,320223.4,884004.291646893,1166871.90835311,323733.000260673,2718126.32984088,1088171.74666267,0,0,4130031.07676422,4130031.07676422,4130031.07676422,6.12680038478126,1.81267265361123,674092.645,4130031.07676422,1,0.0784,0.6581,0.2635,0,0,0.82,FALSE,1.84,FALSE,6.13,FALSE,1,FALSE,0,0
"Skeena",2011,892983,1038292,1931275,1901637.2,78071.555,960220.445,"SkeenaAgg",0.016913321,0.459044606,0.524042073,0,0,1,"None",0.03,0.05,0.2,0.08,76817.6356,178596.6,194416.292194699,806585.1738,1113855.7162,535789.8,1250176.2,1512804.6156106,2290469.7843894,165544.000635155,974418.091167555,1312428.77413369,0,0,2452390.8659364,2452390.8659364,2452390.8659364,2.55398734603739,0.937655803031666,960220.445,2452390.8659364,1,0.0675,0.3973,0.5352,0,0,1.17,FALSE,1.09,FALSE,2.55,FALSE,1,FALSE,0,0
"Skeena",2012,1029905,1230445,2260350,2220523.217,327332.155,903112.845,"SkeenaAgg",0.002422852,0.15269038,0.844886768,0,0,1,"None",0.03,0.05,0.2,0.08,72249.0276,205981,218284.434511821,758614.7898,1047610.9002,617943,1441867,1783954.34797636,2657092.08602364,21838.0001697768,337869.761895188,968728.008529827,0,0,1328435.77059479,1328435.77059479,1328435.77059479,1.47095213842827,0.385909904331487,903112.845,1328435.77059479,1,0.0164,0.2543,0.7292,0,0,1.1,FALSE,0.59,FALSE,1.47,FALSE,1,FALSE,0,0
"Skeena",2013,47712,432335,480047,760575.77,0,432335,"SkeenaAgg",0.425642011,0.284023182,0.290334808,0,0,1,"None",0.03,0.05,0.2,0.08,34586.8,9542.4,35879.0207781651,363161.4,501508.6,28627.2,66796.8,688817.72844367,832333.81155633,5434.99997112669,37947.9961493291,86816.7661082339,0,NA,130199.76222869,130199.76222869,130199.76222869,0.301154804095643,-1.20013084711876,432335,130199.76222869,1,0.0417,0.2915,0.6668,0,NA,0.53,FALSE,0.06,TRUE,0.3,FALSE,1,FALSE,1,1
"Skeena",2014,1628818,1646033,3274851,3374897.98,818891.555,827141.445,"SkeenaAgg",0.049051557,0.80539511,0.145553333,0,0,1,"None",0.03,0.05,0.2,0.08,66171.3156,325763.6,332416.254255406,694798.8138,959484.0762,977290.8,2280345.2,2710065.47148919,4039730.48851081,49212.0003208441,1649341.02772987,590092.800230578,NA,NA,2288645.82828129,2288645.82828129,2288645.82828129,2.76693404993301,1.01773986601876,827141.445,2288645.82828129,1,0.0215,0.7207,0.2578,NA,NA,1.01,FALSE,1.02,FALSE,2.77,FALSE,1,FALSE,0,0
"Skeena",2015,776947,1369348,2146295,2084427.838,385457.355,983890.645,"SkeenaAgg",0.010476736,0.46747509,0.522048174,0,0,1,"None",0.03,0.05,0.2,0.08,78711.2516,155389.4,174187.619424569,826468.1418,1141313.1482,466168.2,1087725.8,1736052.59915086,2432803.07684914,12682.9991619,132770.879661703,NA,NA,NA,NA,NA,145453.878823603,NA,NA,983890.645,NA,1,0.0872,0.9128,NA,NA,NA,1.2,FALSE,NA,FALSE,NA,FALSE,1,FALSE,0,0
"Skeena",2016,675657,1022181,1697838,1655733.536,0,1022181,"SkeenaAgg",0.003282533,0.204060469,0.792656998,0,0,1,"None",0.03,0.05,0.2,0.08,81774.48,135131.4,157947.968791088,858632.04,1185729.96,405394.2,945919.8,1339837.59841782,1971629.47358218,57491.0001077188,NA,NA,NA,NA,NA,NA,57491.0001077188,NA,NA,1022181,NA,1,1,NA,NA,NA,NA,1.24,FALSE,NA,FALSE,NA,FALSE,1,FALSE,0,0
"Skeena",2017,100231,953880,1054111,1055888.005,172394.755,781485.245,"SkeenaAgg",0.046607216,0.035939414,0.91745337,0,0,1,"None",0.03,0.05,0.2,0.08,62518.8196,20046.2,65654.039773782,656447.6058,906522.8842,60138.6,140323.4,924579.925452436,1187196.08454756,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,781485.245,NA,1,NA,NA,NA,NA,NA,0.95,FALSE,NA,FALSE,NA,FALSE,1,FALSE,0,0
"Skeena",2018,495115,1280279,1775394,1748840.793,458915.355,821363.645,"SkeenaAgg",0.007252232,0.943105304,0.049642464,0,0,1,"None",0.03,0.05,0.2,0.08,65709.0916,99023,118841.235469416,689945.4618,952781.8282,297069,693161,1511158.32206117,1986523.26393883,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,821363.645,NA,1,NA,NA,NA,NA,NA,1,FALSE,NA,FALSE,NA,FALSE,1,FALSE,0,0
"Skeena",2019,208516,529100,737616,780354.68,0,529100,"SkeenaAgg",0.07367291,0.17014171,0.75618538,0,0,1,"None",0.03,0.05,0.2,0.08,42328,41703.2,59420.6737949007,444444,613756,125109.6,291922.4,661513.332410199,899196.027589801,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,529100,NA,1,NA,NA,NA,NA,NA,0.64,FALSE,NA,FALSE,NA,FALSE,1,FALSE,0,0
"SkeenaWild",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.74309188455104,0.555660481471455,454116,791565.914244779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SkeenaWild",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.85991794727061,0.620532372381404,508606,945965.427489517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SkeenaWild",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62537759634703,0.48574015577146,413848,672659.267493024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SkeenaWild",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81029411679819,0.593489327545388,448321.645,811594.036376786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SkeenaWild",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.536905508525475,-0.621933161733876,458709.645,246283.735214265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SkeenaWild",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.70243083105859,2.04153597138457,223257.64503,1719626.56834861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SkeenaWild",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37615904465528,0.319296317610289,197644.445,271990.190612622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SkeenaWild",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.97398500091669,1.60422132987942,294553.245,1465103.42260134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SkeenaWild",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.95500450735507,1.60039807743947,127041.045,629488.950594098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SkeenaWild",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07220215611353,0.0697146233340426,448439.645,480817.954255787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SkeenaWild",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.56015343201342,1.88101399170891,278415.645,1826449.34907298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
